Accession Number,Date Recorded,Subject,Title
SPW 465,1980-01-09T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Phil, Sides 3&4"
SPW 466,1980-01-01T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Phil, 1-9-80, Side 5"
SPW 467,5-12-?,,"Sp. Coll. 9801: ""Boots of Leather.."": Pat G., May 12th."
SPW 468,5-21-?,,"Sp. Coll. 9801: ""Boots of Leather.."": Pat, May 21st, Tape 2"
SPW 469,,,"Sp. Coll. 9801: ""Boots of Leather.."": Radio Songs I and II"
SPW 470,1979-01-01T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Judy T., 1979, Sides 1& 2, Better Quality"
SPW 471,,Buffalo Lesbian Community,"Sp. Coll. 9801: ""Boots of Leather.."": Judy T., 1979, Sides 3 & 4, Beter Quality"
SPW 472,1981-10-12T00:00:00Z,Buffalo Lesbian Community,"Sp. Coll. 9801: ""Boots of Leather.."": Dorothy, Tape 1, 10-2-81"
SPW 473,1981-10-02T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Dorothy, Tape !!, 10-2-81"
SPW 474,1981-10-26T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Dorothy - 10-26-81, Tape I"
SPW 475,,Buffalo Lesbian Community,"Sp. Coll. 9801: ""Boots of Leather.."": Dorothy, 10-26-81, Tape II"
SPW 476,,Buffalo Lesbian Community,"Sp. Coll. 9801: ""Boots of Leather.."": Dorothy, 10-26-81, Tape III"
SPW 477,1978-10-03T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Enit, 10-3-78"
SPW 478,,,"Sp. Coll. 9801: ""Boots of  Leataher.."": Enit, 10-3-78, Sides 3 & 4"
SPW 479,1982-06-28T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": B.J., 6-28-82,Tape #I"
SPW 480,1980-04-17T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Elaine, 4-17-80, Sides 1 & 2"
SPW 481,,,"Sp. Coll. 9801: ""Boots of Leather.."": Elaine, 4-17-80, Side 3"
SPW 482,1980-10-05T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Reggie, 10-5-80, Tape 1"
SPW 483,,,"Sp. Coll. 9801: ""Boots of  Leather.."": Reggie,10-5-80, Tape 2"
SPW 484,1980-09-21T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Reggie, 9-21-80, Tape #3"
SPW 485,,,"Sp. Coll. 9801: ""Boots of Leather.."": Reggie, 9-21-80, Tape 4"
SPW 486,1979-11-27T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Buff, 12-27"
SPW 487,1979-12-27T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Buff, 12-27-79"
SPW 488,1989-09-23T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Buff, 9-23-89"
SPW 489,1978-10-17T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Carol, 10-17-78"
SPW 490,1984-06-30T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Bobbie , I, 6-30-84"
SPW 491,,,"Sp. Coll. 9801: ""Boots of Leather.."": Bobbie, 6-30-84"
SPW 492,1980-06-04T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Marge, 6-4-80"
SPW 493,,Buffalo Lesbian Community,"Sp. Coll. 9801: ""Boots of Leather.."": Marge, 6-4-80"
SPW 494,1978-09-24T00:00:00Z,Buffalo Lesbian Community,"Sp. Coll. 9801: ""Boots of Leather.."": Portia, 9-24-78"
SPW 495,,,"Sp. Coll. 9801: ""Boots of Leather.."": Portia, 9-24-78"
SPW 496,1982-04-28T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Andy, 4-28-82 Tape 3"
SPW 497,1980-02-02T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Debra, 2-2-80"
SPW 498,,,"Sp. Coll. 9801: ""Boots of Leather.."": Debra, 2-2-80, Sides 3& 4"
SPW 499,1982-04-20T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Andy, 4-20-82, Tape 2"
SPW 500,1982-03-30T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Andy, 3-30-82, Tape 1"
SPW 501,Nov. 25th.,,"Sp. Coll. 9801: ""Boots of Leather.."": Judy, Nov. 25th"
SPW 502,,,"Sp. Coll. 9801: ""Boots of Leather.."": Judy, Jan. 6, II"
SPW 503,Feb. 5th.,,"Sp. Coll. 9801: ""Boots of Leather.."": Judy, Feb. 5th., III"
SPW 504,1984-06-09T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Bonnie, I, 6-9-84"
SPW 505,,,"Sp. Coll. 9801: ""Boots of Leather.."": Bonnie II"
SPW 506,1989-01-07T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Charlie, 1-7-89, Tape #1"
SPW 507,1980-02-12T00:00:00Z,"Books: Boots of Leather, Slippers of Gold","Sp. Coll. 9801: ""Boots of Leather.."": Liz Kennedy,  2-12-80, Lesbian History Group, Tape 1 of 4"
SPW 508,1980-01-12T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Liz Kennedy, 2-12-80, Lesbian History Group, Tape 2 of 4Sp. Coll. 9801: ""Boots of Leather.."": Liz Kennedy, 2-12-80, Lesbian History Group"
,1980-02-12T00:00:00Z,"Books: Boots of Leather, Slippers of Gold",
SPW 510,,"Books: Boots of Leather, Slippers of Gold","Sp. Coll. 9801: ""Boots of Leather.."": Liz Kennedy, Lesbian History Group, 2-12-80 (side A only)."
SPW 511,1982-04-28T00:00:00Z,Buffalo Lesbian Community,"Sp. Coll. 9801: ""Boots of Leather.."": Andy, 4-28-82, (side A only, 45min)"
SPW 512,1980-01-06T00:00:00Z,,"Sp. Coll. 512: DJ, 1-6-80 (15 min)"
SPW 513,,,"Sp. Coll. 9801: ""Boots of Leather.."", D.J., 1-6-80, Side 2&3"
SPW 514,,,"Sp. Coll. 9801: ""Boots of Leather.."": D.J., Side 5 & 6, 1-6-80"
SPW 515,,,"Sp. Coll. 9801: ""Boots of Leather.."": 10th Annual NWSA Convention, panel: ""Lesbian Alliances:Combating Heterosexism in the '80s"""
SPW 516,,Buffalo Lesbian Community,"Sp. Coll. 9801: ""Boots of Leather.."": Lou"
SPW 517,1981-10-25T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Lou, 10-25-81, Tape II"
SPW 518,1981-11-08T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Lou & Jane, 11-8-81,Tape III"
SPW 519,,,"Sp. Coll. 9801: ""Boots of Leather.."": Lou & Jane, 11-8-81; Tape IV"
SPW 520,,,"Sp. Coll. 9801: ""Boots of Leather.."": Sara Brown, Sides 1 & 2"
SPW 521,1978-10-04T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."":  Cheryl, 10-4-78"
SPW 522,,,"Sp.Coll. 9801: ""Boots of Leather.."": Cheryl (side 3)"
SPW 523,1990-04-30T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Cecelia, 4-3-90"
SPW 524,,Buffalo's Black Community,"Sp. Coll. 9801: ""Boots of Leather.."": Dr. Lillian Williams, Afro-American Studies Forum, ""Buffalo's Black Community"""
SPW 525,1977-10-14T00:00:00Z,Researching Lesbian Hisstory,"Sp. Coll. 9801: ""Boots of Leather.."": Researching Lesbian History , Avra Michelson, 10-14-77"
SPW 526,,Buffalo Lesbian Community,"Sp. Coll. 9801: ""Boots of Leather.."": Shane, Tape 1 of 3"
SPW 527,,Buffalo Lesbian Community,"Sp. Coll. 9801: ""Boots of Leather.."": Shane, Tape 2 of 3"
SPW 528,,Buffalo Lesbian Community,"Sp. Coll. 9801: ""Boots of Leather.."": Shane, Tape 3 of 3"
SPW 529,1978-11-16T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Anita, Tape 1 of 2"
SPW 530,,Buffalo Lesbian Community 11-16-78,"Sp. Coll. 9801: ""Boots of Leather.."": Anita, 11-16-78, Tape 2"
SPW 531,,Buffalo Lesbian Community,"Sp. Coll. 9801: ""Boots of Leather.."": Randi, one tape transcribed"
SPW 532,,,"Sp. Coll. 9801: ""Boots of Leather.."": Stella Stone, 1 tape, summarized"
SPW 533,,,"Sp. Coll. 9801: ""Boots of Leather.."": Unknown Tape mailed to Buffalo Women's Oral History"
SPW 534,,Buffalo Lesbian Community,"Sp. Coll. 9801: ""Boots of Leather.."": Susan, summary not transcribed, Tape 1 of 2"
SPW 535,,Buffalo Lesbian Community,"Sp. Coll. 9801: ""Boots of Leather.."": Susan, Tape 2 of 2, summarized, not transcribed"
SPW 536,,,"Sp. Coll. 9801: ""Boots of Leather.."": Ann H. Tape 1 of 2, transcribed"
SPW 537,,,"Sp. Coll. 9801: ""Boots of Leather.."": Ann H. Tape 2 of 2, transcribedSp. Coll. 9801: ""Boots of Leather.."": Ann H. Tape 2 of 2, transcribed"
SPW 538,1981-11-14T00:00:00Z,"Books: Boots of Leather, Slippers of Gold","Sp. Col. 9801: ""Boots of Leather.."": MAD Boston, 11-14-81, Tape 1 of 2"
SPW 539,,,"Sp. Coll. 9801: ""Boots of Leather.."": MAD Boston, 11-14-81, Tape 2 of 2"
SPW 540,,Buffalo Lesbian Bars in the 50s,"Sp. Coll. 9801: ""Boots of Leather.."": San Francisco Lesbian Histsory Project Discusses Buffalo Lesbian Bars in the '50sSp. Coll. 9801: ""Boots of Leather.."": San Francisco Lesbian Histsory Project Discusses Buffalo Lesbian Bars in the '50s"
SPW 541,,"Books: Boots of Leather, Slippers of Gold","Sp. Coll. 9801: ""Boots of Leather.."": Oral History Project Panel - Gay Pride Week, 6-79, not transcribed"
SPW 542,1980-07-31T00:00:00Z,Buffalo Lesbian Community,"Sp. Coll. 9801: ""Boots of Leather.."": Windsor, Tape 1 of 4, transcribed"
SPW 543,1980-07-18T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Windsor, Tape 2 0f 4, transcribed"
SPW 546,1980-07-30T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Windsor, Tape 3 of 4"
SPW 545,1980-07-23T00:00:00Z,Buffalo Lesbian Community,"Sp. Coll. 9801: ""Boots of Leather.."":Windsor, Tape 3 of 4"
SPW 544,,,NUMBER NOT USED
SPW 547,1980-05-29T00:00:00Z,Buffalo Lesbian Community,"Sp. Coll. 9801:""Boots of Leather.."": Terry, 5-29-80, Tape 1 of 2, transcribed"
SPW 548,,,"Sp. Coll. 9801: ""Boots of Leather.."":  Terry, 5-29-80 ,Tape 2 of 2, transcribed"
SPW 550,1985-07-10T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Annie, 7-10-85, transcribed, tape 1 of 2"
SPW 551,,,"Sp. Coll. 9801: ""Boots of Leather.."": Annie, 7-10-85, Transcribed, Tape 2of 2"
SPW 552,1978-01-01T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Interview with Bobbi, 1978"
SPW 553,,,"Spl. Coll. 9801: ""Boots of Leather.."": Interview II with Bobbi, sides 3 & 4"
SPW 553a,1982-03-09T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Bobbi P. ,3-9-82, side 1 & 2"
SPW 554,1982-05-09T00:00:00Z,,"Sp. Coll. 9801: ""Boots of Leather.."": Bobbi P., 5-9-82, sides 1 and 2"
SPW 554a,1982-09-25T00:00:00Z,Binders and Tattoos,"Sp. Coll. 9801: ""Boots of Leather.."": Bobbi P. and Terri  Talking About Binders and Tattoos, 9-25-82"
SPW 555 (in Special Collection Box),1993-11-05T00:00:00Z,Lesbian Fashion,Sp. Coll. 200421: Lesbian Fashion: LTU and LH
, 8-23-93,,
SPW 556 (in Special Collection Box),1993-11-18T00:00:00Z,,Sp. Coll. 200421: Lesbian Fashion: B.S.
SPW 557(in Sp. Coll. Box),1993-11-25T00:00:00Z,,"Sp. Coll. 200421: Lesbian Fashion: EAa, EAb"
SPW 558 (in Special Collection Box),1993-09-14T00:00:00Z,,"Sp. Coll. 200421: Lesbian Fashion: YMa, YMb"
SPW 559 (In Special Collection Box),1993-10-05T00:00:00Z,,"Sp. Coll. 200421: Lesbian Fashion: CCa, CCb"
SPW 560 (In Special Collection Box),1993-11-05T00:00:00Z,,Sp. Coll. 200421: Lesbian Fashion: JS1
SPW 561 (In special Collection Box),1993-09-09T00:00:00Z,,Sp. Coll. 200421: Lesbian Fashion: SU
SPW 562 (In Special Collection Box),9-2and 3 -93,,Sp. Coll. 200421: Lesbian Fashion: LS (Tape 1of 3)Sp. Coll. 200421: Lesbian Fashion: LS (Tape 1of 3)
SPW 563 (In Special Collection Box),9- 3 & 5-93,,Sp. Coll. 200421: Lesbian Fashion: LS (Tape 2 of 3)
SPW 564 (In Special Collection 200421),1993-09-05T00:00:00Z,,Sp. Coll. 200421: Lesbian Fashion: LS (Tape 3 of 3) and AMD
, 8-25-93,,
SPW 565 (In Special Collection Box),1993-08-24T00:00:00Z,,Sp. Coll. 200421: Lesbian Fashion: WS
SPW 566 (In Special Collection Box),1993-07-27T00:00:00Z,,"Sp. Coll. 200421: Lesbian Fashion: ED1a, ED1b (Tpe 1 of 2)"
SPW 567 (In Special Collection Box),1993-08-03T00:00:00Z,,Sp. Coll. 200421: Lesbian Fashion: ED (tape 2 of 2); JK
, 8-10-93,,
SPW 568 (In Special Collection Box),1993-08-12T00:00:00Z,,Sp. Coll. 200421: Lesbian Fashion: LK
SPW 570,@1989,Israeli Lesbian Oral History Project,"Sp Coll # 9404 :Israeli Lesbian Oral History Project: Gila Svirsky, Tape 1 of 3"
SPW 571,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Gila Svirslky, Tape 2 of 3"
SPW 572,,,"Sp Coll #9404: Israeli Les bian Oral History Project: Gila Svirsky, Tape 3 of 3"
SPW 573,,,"Sp Coll # 9404: Israeli Lesbian Oral History Project: Hagit Keren Zwi Van Dijke, Tape 1 of 2"
SPW 574,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Hagit Keren Zwi Van Dijke, Tape 2 of 2"
SPW 575,1989-03-06T00:00:00Z,Israeli Lesbian Oral History Project:,"Sp Coll #9404: Israeli Lesbian Oral History Project: Ilana Weinstock, Tape 1 of 3"
SPW 576,,Israeli Lesbian Oral History Project,"Sp Coll #9404: Israeli Lesbian Oral History Project: Ilana Weinstock, Tape 2 of 3"
SPW 577,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Ilana Weinstock, Tape 3 of 3"
SPW 578,1989-01-01T00:00:00Z,Israeli Lesbian Oral History Project:,"Sp Coll #9404: Israeli Lesbian Oral History Project: Inbal, Tape 1"
SPW 579,9/88,Israeli Lesbian Oral History Project,Sp Coll #9404: Israeli Lesbian Oral History Project: Naomi Ferison
SPW 580,1988-08-03T00:00:00Z,"Israeli Lesbian Oral History Project:First meeting to discuss project, definition of issues, scope, roles, rationale begun",Sp Coll #9404: Israeli Lesbian Oral History Project: Dina Waik ;Tape 1 of 2
SPW 581,,Israeli Lesbian Oral History Project,"Sp Coll #9404: Israeli Lesbian Oral History Project: Dina Walk,Tape 2 of 2"
SPW 582,1988-12-09T00:00:00Z,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Miri Sager, Tape 1 of 2"
SPW 583,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Miri Sager, Tape 2 of 2"
SPW 584,1989-03-10T00:00:00Z,,"Sp Coll # 9404: Israeli Lesbian Oral History Project: Millie Ben David, Tape 2 of 3"
SPW 585,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Millie Ben David, Tape 1 of 3"
SPW 586,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Millie Ben David, Tape 3 of 3"
SPW 587,1988-07-03T00:00:00Z,,Sp Coll #9404: Israeli Lesbian Oral History Project: Miriam Zeevi
SPW 588,@1989,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Na'ama Shapira, Tape 1 of 4"
SPW 589,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Na'ama Shapira a,Tape 2 of 4"
SPW 590,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Na'ama  Shapira , Tape 3 of 4"
SPW 591,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Na'ama Shapira, Tape 4 of 4"
SPW 592,1989-05-12T00:00:00Z,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Nitsa Kedem, Tape 1 of 3"
SPW 593,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Nitsa Kedem, Tape 2 of 3"
SPW 594,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Nitsa Kedem, Tape 3 of 3 (Side A only)"
SPW 595,1989-05-15T00:00:00Z,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Nurit Barkai, Tape 1 of 3"
SPW 596,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Nurit Barkai, Tape 2 of 3"
SPW 597,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Nurit Barkai, Tape 3 of 3"
SPW 598,1989-03-02T00:00:00Z,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Erella Shadmi, Tape 1 of 3"
SPW 599,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Erella Shadmi, Tape 2 of 3"
SPW 600,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Erella Shadmi, Tape 3 of 3"
SPW 601,@1989,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Avital Hakak, Tape 1 of 3"
SPW 602,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Avital Hakak, Tape 2 of 3"
SPW 603,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Avital Hakak (with Gaby Feldman), Tape 3 of 3"
SPW 604,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Gigi Finkel, Tape 1 of 2"
SPW 605,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Gigi Finkel, Tape 2 of 2"
SPW 606,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Elena Canetti, Tape 1 of 2"
SPW 607,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Elena Canetti, Tape 2 of 2"
SPW 608,,,Sp Coll #9404: Israeli Lesbian Oral History Project: Chaya Shalom
SPW 609,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Miriam Zdevi,  Tape 1 of 2"
SPW 610,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Miriam Zdevi "", Tape 2 of 2"
SPW 611,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Gaby  Feldman, Tape 1 of 3"
SPW 612,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Gaby  Feldman, Tape 2 of 3"
SPW 613,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Gaby Feldman, Tape 3 of 3"
SPW 614,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Barbara Becker, Tape 1 of 3"
SPW 615,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Barbara Becker, Tape 2 of 3"
SPW 616,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Barbara Becker, Tape 3 of 3"
SPW 617,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Sigal EShed, Tape 1 of 2"
SPW 618,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Sigal Eshed, Tape 2 of 2"
SPW 619,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Nurit Dagan, Tape 1 of 4"
SPW 620,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Nurit Dagan, Tape 2 of 4"
SPW 621,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Nurit Dagan , Tape 3 of 4"
SPW 622,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Nurit Dagan, Tape 4 of 4"
SPW 623,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Dorit Rivkin, Tape 2 of 3"
SPW 624,1989-01-01T00:00:00Z,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Dorit Rivkin, Tape 3 of 3"
SPW 625,1988-11-26T00:00:00Z,,"Sp Coll #9404:Israeli Lesbian Oral History Project: Dorit Orthal, Tape 1 of 7"
SPW 626,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Dorit Orthal, Tape 2 of 7Sp Coll #9404: Israeli Lesbian Oral History Project: Dorit Orthal, Tape 2 of 7"
SPW 627,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Dorit Orthal, Tape 3 of 7"
SPW 628,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Dorit Orthal, Tape 4 of 7"
SPW 629,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Dorit Orthal, Tape 5 of 7"
SPW 631,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Dorit Orthal, Tape 7 of 7"
SPW 630,,Israeli Oral History Project,"Sp Coll #9404: Issraeli Lesbian Oral History Projet: Dorit Orthal, Tape 6 of 7"
SPW 632,@1989,Israeli Lesbian Oral History Project,"Sp Coll #9404:Israeli Lesbian Oral History Project: Sara Ganon (Saron), Tape 1 of 2"
SPW 633,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Sara Ganon (Saron), Tape 2 of 2"
SPW 634,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Revital Katznelson, Tape 1 of 5"
SPW 635,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Revital Katznelson, Tape 2 of 5"
SPW 636,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Revital Katznelson, Tape 3 of 5"
SPW 637,,,"Sp Coll #9404:Israeli Lesbian Oral History Project: Revital Katznelson, Tape 4 of 5"
SPW 638,,,"Sp Coll #9404:Israeli Lesbian Oral History Project: Revital Katznelson, Tape 5 of 5"
SPW 639,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Malke, Tape 1 of 3"
SPW 640,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Malke, Tape 2 of 2"
SPW 641,,,"Sp Coll #9404: Israeli Lesbian Oral History Project: Malke, Tape 3 of 3"
SPW 569 (In Special Collection  Box),1993-08-23T00:00:00Z,Lesbian Fashion,Sp. Coll. 200421: Lesbian Fashion: BM
SPW 642,1993-02-14T05:00:00Z,Interview of the Lesbian Herstory Educational Foundation,Amy Beth Interviews -Dialogue 101
SPW 643,1996-06-06T00:00:00Z,Young Dykes and HIV Training Program Collaborative Campaign Project,Collaborative Campaign Project -Interviews with Young Dykes in HIV Training Program
SPW 644,1989-05-05T00:00:00Z,,Lois Ahrens
SPW 645,1984-09-13T00:00:00Z,,Betty Sutton    Tape 1 of 2
SPW 646,,,Betty Sutton    Tape 2 of 2
SPW 647,circa 1984,,Bonnie Zimmerman   Tape 1 of 2
SPW 648,,,Bonnie Zimmerman   Tape 2 of 2
SPW 649,1984-05-05T00:00:00Z,,Rebecca Hunter   Tape 1 of 2
SPW 650,1984-05-06T00:00:00Z,,Rebecca Hunter   Tape 2 of 2
SPW 651,1984-09-11T00:00:00Z,,Susan Edwards
SPW 652,circa 1984,,McKeever   Tape 1
SPW 714,1992-10-03T00:00:00Z,the first 30 years of her life,"Sp. Coll. 9403 Lyndall MacCowan Oral Histories: Lois Flynne, Australian Butch (born 1934), Tape 1 of  9"
SPW 715,,the first thiry years of her life,"Sp. Coll. 9403 Lyndall MacCowan Oral Histories: Lois Flynne, Australian Butch (born 1934), Tape 2 of  9"
SPW 716,,The first 30 years of her life,"Sp. Coll. 9403 Lyndall MacCowan Oral Histories: Lois Flynne, Australian Butch (born 1934), Tape 3 of  9"
SPW 717,,,"Sp. Coll. 9403 Lyndall MacCowan Oral Histories: Lois Flynne, Australian Butch (born 1934), Tape 4 of  9"
SPW 718,1992-10-05T00:00:00Z,,"Sp. Coll. 9403 Lyndall MacCowan Oral Histories: Lois Flynne, Australian Butch (born 1934), Tape 5of  9"
SPW 719,,,"Sp. Coll. 9403 Lyndall MacCowan Oral Histories: Lois Flynne, Australian Butch (born 1934), Tape 6 of  9"
SPW 720,,,"Sp. Coll. 9403 Lyndall MacCowan Oral Histories: Lois Flynne, Australian Butch (born 1934), Tape 7 of  9"
SPW 721,,,"Sp. Coll. 9403 Lyndall MacCowan Oral Histories: Lois Flynne, Australian Butch (born 1934), Tape 8 of  9"
SPW 722,1992-10-06T00:00:00Z,,"Sp. Coll. 9403 Lyndall MacCowan Oral Histories: Lois Flynne, Australian Butch (born 1934), Tape 9 of  9"
SPW 723,1992-10-11T00:00:00Z,Lesbians in the Sex Industry,"Sp. Coll. 9403 Lyndall MacCowan Oral Histories:"" Subversive Territory:Lesbians in the Sex Industry"": Rita Long, Tape #1 of 2"
SPW 724,,,"Sp. Coll. 9403 Lyndall MacCowan Oral Histories:"" Subversive Territory:Lesbians in the Sex Industry"": Rita Long, Tape #2 of 2"
SPW 725,1992-12-10T00:00:00Z,,"Sp. Coll. 9403 Lyndall MacCowan Oral Histories:"" Subversive Territory:Lesbians in the Sex Industry"": Ellen Vicluy, Tape #1 of 2"
SPW 726,1992-10-12T00:00:00Z,,"Sp. Coll. 9403 Lyndall MacCowan Oral Histories:"" Subversive Territory:Lesbians in the Sex Industry"": Ellen Vicluy, Tape #2 of 2"
SPW 727,1992-10-30T00:00:00Z,,"Sp. Coll. 9403 Lyndall MacCowan Oral Histories:"" Subversive Territory:Lesbians in the Sex Industry"":Karen Winslon,, Tape #1 of 2"
SPW 728,,,"Sp. Coll. 9403 Lyndall MacCowan Oral Histories:"" Subversive Territory:Lesbians in the Sex Industry"":Karen Winslon, Tape #2 of 2"
SPW 729,1992-09-16T00:00:00Z,,"Sp. Coll. 9403 Lyndall MacCowan Oral Histories:"" Subversive Territory:Lesbians in the Sex Industry"":Nina Hartley, Tape #1 of 3"
